state_code,year,indicator,value,gender,area_type
HR,2010,IMR,34.16,Female,Total
HR,2010,Education Enrolment,26.55,Total,Urban
HR,2010,Learning Outcomes,54.3,Male,Rural
HR,2011,Employment Rate,81.79,Female,Urban
HR,2011,WPR,91.8,Total,Rural
HR,2011,Female LFPR,18.97,Male,Total
HR,2011,IMR,26.89,Female,Rural
HR,2011,Education Enrolment,30.35,Total,Urban
HR,2011,Learning Outcomes,20.13,Total,Rural
HR,2012,Employment Rate,17.0,Total,Urban
HR,2012,WPR,20.83,Female,Urban
HR,2012,Female LFPR,66.15,Total,Total
HR,2012,IMR,66.43,Male,Rural
HR,2012,Education Enrolment,79.82,Male,Total
HR,2012,Learning Outcomes,93.75,Male,Urban
HR,2013,Employment Rate,69.1,Female,Rural
HR,2013,WPR,16.9,Total,Rural
HR,2013,Female LFPR,59.19,Male,Total
HR,2013,IMR,73.34,Total,Urban
HR,2013,Education Enrolment,80.33,Male,Urban
HR,2013,Learning Outcomes,91.13,Total,Urban
HR,2014,Employment Rate,42.85,Male,Rural
HR,2014,WPR,57.04,Total,Urban
HR,2014,Female LFPR,80.03,Female,Urban
HR,2014,IMR,33.49,Total,Total
HR,2014,Education Enrolment,71.9,Male,Urban
HR,2014,Learning Outcomes,17.24,Total,Total
HR,2015,Employment Rate,43.06,Total,Rural
HR,2015,WPR,80.55,Female,Rural
HR,2015,Female LFPR,64.77,Male,Urban
HR,2015,IMR,15.76,Total,Total
HR,2015,Education Enrolment,24.4,Male,Total
HR,2015,Learning Outcomes,94.67,Male,Total
HR,2016,Employment Rate,15.8,Total,Rural
HR,2016,WPR,69.76,Male,Total
HR,2016,Female LFPR,17.56,Female,Total
HR,2016,IMR,37.21,Male,Total
HR,2016,Education Enrolment,44.44,Male,Rural
HR,2016,Learning Outcomes,56.33,Female,Rural
HR,2017,Employment Rate,56.73,Total,Total
HR,2017,WPR,64.67,Female,Urban
HR,2017,Female LFPR,91.05,Female,Total
HR,2017,IMR,64.5,Male,Total
HR,2017,Education Enrolment,96.42,Male,Total
HR,2017,Learning Outcomes,76.16,Male,Rural
HR,2018,Employment Rate,42.96,Total,Urban
HR,2018,WPR,62.62,Total,Total
HR,2018,Female LFPR,94.04,Female,Rural
HR,2018,IMR,72.34,Female,Urban
HR,2018,Education Enrolment,29.67,Total,Total
HR,2018,Learning Outcomes,59.83,Female,Urban
HR,2019,Employment Rate,57.61,Female,Urban
HR,2019,WPR,53.47,Male,Rural
HR,2019,Female LFPR,49.78,Male,Total
HR,2019,IMR,88.72,Female,Urban
HR,2019,Education Enrolment,62.67,Female,Urban
HR,2019,Learning Outcomes,38.97,Total,Rural
HR,2020,Employment Rate,58.49,Male,Urban
HR,2020,WPR,17.16,Male,Rural
HR,2020,Female LFPR,67.03,Total,Urban
HR,2020,IMR,30.74,Total,Urban
HR,2020,Education Enrolment,24.16,Male,Total
HR,2020,Learning Outcomes,70.81,Total,Urban
HR,2021,Employment Rate,46.91,Male,Urban
HR,2021,WPR,63.86,Total,Rural
HR,2021,Female LFPR,85.32,Total,Urban
HR,2021,IMR,83.27,Male,Rural
HR,2021,Education Enrolment,84.8,Female,Rural
HR,2021,Learning Outcomes,88.98,Total,Total
HR,2022,Employment Rate,77.7,Total,Rural
HR,2022,WPR,95.02,Male,Total
HR,2022,Female LFPR,81.29,Female,Urban
HR,2022,IMR,29.93,Female,Total
HR,2022,Education Enrolment,92.3,Female,Urban
HR,2022,Learning Outcomes,67.49,Male,Total
HR,2023,Employment Rate,46.79,Female,Rural
HR,2023,WPR,30.54,Total,Total
HR,2023,Female LFPR,32.83,Female,Rural
HR,2023,IMR,77.06,Male,Urban
HR,2023,Education Enrolment,29.79,Male,Urban
HR,2023,Learning Outcomes,49.87,Female,Total
HR,2024,Employment Rate,58.6,Male,Urban
HR,2024,WPR,51.1,Female,Rural
HR,2024,Female LFPR,45.7,Female,Rural
HR,2024,IMR,79.99,Female,Total
HR,2024,Education Enrolment,61.71,Total,Rural
HR,2024,Learning Outcomes,82.81,Female,Urban
HR,2025,Employment Rate,83.84,Male,Rural
HR,2025,WPR,92.87,Female,Total
HR,2025,Female LFPR,77.23,Female,Urban
HR,2025,IMR,53.79,Female,Rural
HR,2025,Education Enrolment,26.71,Total,Total
HR,2025,Learning Outcomes,68.62,Total,Total
